"","sample_id","project","cell_specimen_id","cell_specimen_name","hemisphere","structure","donor_id","donor_name","biological_sex","age","full_genotype","dendrite_type","apical_dendrite_status","neuron_reconstruction_type","cell_soma_normalized_depth","ephys_session_id","transcriptomics_batch","corresponding_AIT2.3.1_ID","corresponding_AIT2.3.1_alias","major_type","contam_type","quality_score","Microglia","cluster_label"
"SM-GE4QV_S061_E1-50","SM-GE4QV_S061_E1-50","mIVSCC-MET",831129668,"Vip-IRES-Cre;Ai14-445683.03.01.02","left","VISp2/3",445683,"Vip-IRES-Cre;Ai14-445683","M","P56","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,831129409,"RSC-201","CS180626100021","Vip Ptprt","GABAergic","Vip_on",0.370794499632755,0.0470499047155944,"Vip"
"SM-GE4QV_S079_E1-50","SM-GE4QV_S079_E1-50","mIVSCC-MET",832007471,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-445996.03.02.01","right","VISpm6a",445996,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-445996","F","P58","Sst-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,832007356,"RSC-201","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.269721815107153,0.321677219118869,"Sst"
"SM-GE4QV_S080_E1-50","SM-GE4QV_S080_E1-50","mIVSCC-MET",832019781,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-445996.03.02.02","right","VISp5",445996,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-445996","F","P58","Sst-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,832019641,"RSC-201","CS180626100046","Sst Esm1","GABAergic","Sst_on",0.437033288072784,0.0437038706369717,"Sst"
"SM-GE4QV_S081_E1-50","SM-GE4QV_S081_E1-50","mIVSCC-MET",831968920,"Vip-IRES-Cre;Ai14-445685.05.02.01","right","VISp2/3",445685,"Vip-IRES-Cre;Ai14-445685","F","P59","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,831968740,"RSC-201","CS180626100021","Vip Ptprt","GABAergic","Vip_on",0.446345130666155,0.0109182263264102,"Vip"
"SM-GE4QV_S082_E1-50","SM-GE4QV_S082_E1-50","mIVSCC-MET",831988252,"Vip-IRES-Cre;Ai14-445685.05.02.02","right","VISp2/3",445685,"Vip-IRES-Cre;Ai14-445685","F","P59","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.374343769568453,831988065,"RSC-201","CS180626100020","Vip Lmo1","GABAergic","Vip_on",0.403305967505198,0.0561482987984903,"Vip"
"SM-GE4QV_S083_E1-50","SM-GE4QV_S083_E1-50","mIVSCC-MET",832005570,"Vip-IRES-Cre;Ai14-445685.05.02.03","right","VISpm2/3",445685,"Vip-IRES-Cre;Ai14-445685","F","P59","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,832005446,"RSC-201","CS180626100004","Lamp5 Ntn1","GABAergic","Sncg_on",0.255898794972277,0.807689086737013,"Lamp5"
"SM-GE4QV_S084_E1-50","SM-GE4QV_S084_E1-50","mIVSCC-MET",832036433,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-445996.05.01.01","left","VISpm6a",445996,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-445996","F","P58","Sst-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,832036296,"RSC-201","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.405496555196442,0.0177938649758963,"Sst"
"SM-GE4QV_S085_E1-50","SM-GE4QV_S085_E1-50","mIVSCC-MET",832061658,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-445996.05.02.01","right","VISp6a",445996,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-445996","F","P58","Sst-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,832061550,"RSC-201","CS180626100050","Sst Nts","GABAergic","Sst_on",0.46575154147966,0.0273189352900285,"Sst"
"SM-GE4QV_S086_E1-50","SM-GE4QV_S086_E1-50","mIVSCC-MET",832070039,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-445996.05.02.02","right","VISp6a",445996,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-445996","F","P58","Sst-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,832069822,"RSC-201","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.387766453161436,0.212858971659664,"Sst"
"SM-GE4QV_S095_E1-50","SM-GE4QV_S095_E1-50","mIVSCC-MET",832365760,"Pvalb-IRES-Cre;Ai14-445805.03.01.02","left","VISp4",445805,"Pvalb-IRES-Cre;Ai14-445805","F","P59","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,832365539,"RSC-201","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.425194317443022,0.0262729481059034,"Pvalb"
"SM-GE4QZ_S114_E1-50","SM-GE4QZ_S114_E1-50","mIVSCC-MET",824696311,"Htr3a-Cre_NO152;Ai14-442606.04.02.01","right","VISp2/3",442606,"Htr3a-Cre_NO152;Ai14-442606","F","P60","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,824695914,"RSC-200","CS180626100028","Vip Crispld2","GABAergic","Vip_on",0.216767384552543,0.536242188834989,"Vip"
"SM-GE4QZ_S115_E1-50","SM-GE4QZ_S115_E1-50","mIVSCC-MET",824756017,"Htr3a-Cre_NO152;Ai14-442606.04.02.02","right","VISp2/3",442606,"Htr3a-Cre_NO152;Ai14-442606","F","P60","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,824755610,"RSC-200","CS180626100028","Vip Crispld2","GABAergic","Vip_on",0.529438040283794,0.0214764132117544,"Vip"
"SM-GE4QZ_S116_E1-50","SM-GE4QZ_S116_E1-50","mIVSCC-MET",824800372,"Htr3a-Cre_NO152;Ai14-442606.04.02.03","right","VISp6a",442606,"Htr3a-Cre_NO152;Ai14-442606","F","P60","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,824800077,"RSC-200","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.385274945020377,0.329221314589475,"Sst"
"SM-GE4QZ_S117_E1-50","SM-GE4QZ_S117_E1-50","mIVSCC-MET",824909637,"Scnn1a-Tg1-Cre;Ai14-442954.04.02.01","right","VISp2/3",442954,"Scnn1a-Tg1-Cre;Ai14-442954","M","P57","Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt","spiny","intact","full",0.274389997525868,824909444,"RSC-200",""," NA","Glutamatergic","L2.3.IT_on",0.470364613636057,0.165238637808805,NA
"SM-GE4QZ_S118_E1-50","SM-GE4QZ_S118_E1-50","mIVSCC-MET",824923819,"Scnn1a-Tg1-Cre;Ai14-442954.04.02.02","right","VISp2/3",442954,"Scnn1a-Tg1-Cre;Ai14-442954","M","P57","Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt","spiny","truncated","",NA,824923665,"RSC-200",""," NA","Glutamatergic","L4_on",0.419805076497214,0.47348349626888,NA
"SM-GE4QZ_S119_E1-50","SM-GE4QZ_S119_E1-50","mIVSCC-MET",824937690,"Scnn1a-Tg1-Cre;Ai14-442954.04.02.03","right","VISp2/3",442954,"Scnn1a-Tg1-Cre;Ai14-442954","M","P57","Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt","spiny","intact","dendrite-only",0.276582461938131,824937470,"RSC-200",""," NA","Glutamatergic","L2.3.IT_on",0.541326279271519,0.0261885792890054,NA
"SM-GE4QZ_S126_E1-50","SM-GE4QZ_S126_E1-50","mIVSCC-MET",824701767,"Htr3a-Cre_NO152;Ai14-442606.03.02.04","right","VISl5",442606,"Htr3a-Cre_NO152;Ai14-442606","F","P60","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,824701494,"RSC-200","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.525347569889973,0.0201660228380537,"Lamp5"
"SM-GE4QZ_S127_E1-50","SM-GE4QZ_S127_E1-50","mIVSCC-MET",824792964,"Htr3a-Cre_NO152;Ai14-442606.04.01.01","left","VISpm1",442606,"Htr3a-Cre_NO152;Ai14-442606","F","P60","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,824792633,"RSC-200","CS180626100003","Lamp5 Fam19a1","GABAergic","Lamp5_on",0.477205979791675,0.00276268023258275,"Lamp5"
"SM-GE4QZ_S128_E1-50","SM-GE4QZ_S128_E1-50","mIVSCC-MET",824840538,"Htr3a-Cre_NO152;Ai14-442606.04.01.02","left","VISp5",442606,"Htr3a-Cre_NO152;Ai14-442606","F","P60","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,824840229,"RSC-200","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.504911132973485,0.0180393569344973,"Lamp5"
"SM-GE4QZ_S129_E1-50","SM-GE4QZ_S129_E1-50","mIVSCC-MET",824867588,"Htr3a-Cre_NO152;Ai14-442606.04.01.03","left","VISp6a",442606,"Htr3a-Cre_NO152;Ai14-442606","F","P60","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,824867466,"RSC-200","CS180626100018","Vip Gpc3","GABAergic","Vip_on",0.385450958580297,0.0291888442805565,"Vip"
"SM-GE4QZ_S130_E1-50","SM-GE4QZ_S130_E1-50","mIVSCC-MET",824893459,"Htr3a-Cre_NO152;Ai14-442606.04.01.04","left","VISp2/3",442606,"Htr3a-Cre_NO152;Ai14-442606","F","P60","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,824893262,"RSC-200","CS180626100027","Vip Crispld2","GABAergic","Vip_on",0.500737827094092,0.07935809695219,"Vip"
"SM-GE4QZ_S135_E1-50","SM-GE4QZ_S135_E1-50","mIVSCC-MET",825256574,"Pvalb-IRES-Cre;Ai14-442765.05.01.03","left","VISp5",442765,"Pvalb-IRES-Cre;Ai14-442765","M","P60","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825256270,"RSC-200","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.210266243699143,0.62082947147149,"Pvalb"
"SM-GE4QZ_S136_E1-50","SM-GE4QZ_S136_E1-50","mIVSCC-MET",825332009,"Pvalb-IRES-Cre;Ai14-442765.05.02.02","right","VISp6a",442765,"Pvalb-IRES-Cre;Ai14-442765","M","P60","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825331380,"RSC-200","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.24630899214832,0.506714951660498,"Pvalb"
"SM-GE4QZ_S137_E1-50","SM-GE4QZ_S137_E1-50","mIVSCC-MET",825512557,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337.03.01.01","left","VISp1",443337,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337","M","P56","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,825512329,"RSC-200","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.21321418124257,0.816403341962572,"Lamp5"
"SM-GE4QZ_S138_E1-50","SM-GE4QZ_S138_E1-50","mIVSCC-MET",825222283,"Pvalb-IRES-Cre;Ai14-442765.04.02.01","right","VISl6a",442765,"Pvalb-IRES-Cre;Ai14-442765","M","P60","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825221959,"RSC-200","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.482316204350511,0.0584825046488559,"Pvalb"
"SM-GE4QZ_S139_E1-50","SM-GE4QZ_S139_E1-50","mIVSCC-MET",825269328,"Pvalb-IRES-Cre;Ai14-442765.04.02.02","right","VISp2/3",442765,"Pvalb-IRES-Cre;Ai14-442765","M","P60","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825269171,"RSC-200","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.490456130227506,0.121387745361691,"Pvalb"
"SM-GE4QZ_S140_E1-50","SM-GE4QZ_S140_E1-50","mIVSCC-MET",825522397,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337.04.02.01","right","VISp4",443337,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337","M","P56","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.450103712326828,825522195,"RSC-200","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.474151505153594,0.041749689429262,"Lamp5"
"SM-GE4QZ_S141_E1-50","SM-GE4QZ_S141_E1-50","mIVSCC-MET",825534003,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337.04.02.02","right","VISp2/3",443337,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337","M","P56","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,825533959,"RSC-200","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.461636639244551,0.0159715370687254,"Lamp5"
"SM-GE4QZ_S142_E1-50","SM-GE4QZ_S142_E1-50","mIVSCC-MET",825555145,"Gad2-IRES-Cre;Ai14-444161.05.02.01","right","VISp6a",444161,"Gad2-IRES-Cre;Ai14-444161","M","P53","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825555085,"RSC-200","CS180626100050","Sst Nts","GABAergic","Sst_on",0.428489738839585,0.00955653246676822,"Sst"
"SM-GE4QZ_S145_E1-50","SM-GE4QZ_S145_E1-50","mIVSCC-MET",825269133,"Pvalb-IRES-Cre;Ai14-442765.03.02.02","right","VISp5",442765,"Pvalb-IRES-Cre;Ai14-442765","M","P60","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.326288175436945,825268971,"RSC-200","CS180626100056","Pvalb Gpr149","GABAergic","Pvalb_on",0.271042267967266,0.544806288996135,"Pvalb"
"SM-GE4QZ_S146_E1-50","SM-GE4QZ_S146_E1-50","mIVSCC-MET",825296874,"Pvalb-IRES-Cre;Ai14-442765.03.02.03","right","VISl5",442765,"Pvalb-IRES-Cre;Ai14-442765","M","P60","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825296746,"RSC-200","CS180626100048","Sst Rxfp1","GABAergic","Sst_on",0.405119759829941,0.129043284809254,"Sst"
"SM-GE4QZ_S149_E1-50","SM-GE4QZ_S149_E1-50","mIVSCC-MET",825552023,"Gad2-IRES-Cre;Ai14-444161.03.02.01","right","VISp6a",444161,"Gad2-IRES-Cre;Ai14-444161","M","P53","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825551968,"RSC-200","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.421140906338152,0.152694198807983,"Pvalb"
"SM-GE4QZ_S150_E1-50","SM-GE4QZ_S150_E1-50","mIVSCC-MET",825567515,"Gad2-IRES-Cre;Ai14-444161.03.02.03","right","VISp5",444161,"Gad2-IRES-Cre;Ai14-444161","M","P53","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825567494,"RSC-200","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.366005832880217,0.138817843663416,"Pvalb"
"SM-GE4QZ_S151_E1-50","SM-GE4QZ_S151_E1-50","mIVSCC-MET",825221851,"Pvalb-IRES-Cre;Ai14-442765.03.01.01","left","VISp6a",442765,"Pvalb-IRES-Cre;Ai14-442765","M","P60","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825221570,"RSC-200","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.405346572504916,0.17872253879542,"Pvalb"
"SM-GE4QZ_S152_E1-50","SM-GE4QZ_S152_E1-50","mIVSCC-MET",825311020,"Pvalb-IRES-Cre;Ai14-442765.03.01.02","left","VISl5",442765,"Pvalb-IRES-Cre;Ai14-442765","M","P60","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825310728,"RSC-200","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.26715310036695,0.630576869293847,"Pvalb"
"SM-GE4QZ_S163_E1-50","SM-GE4QZ_S163_E1-50","mIVSCC-MET",825525063,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337.03.02.01","right","VISp2/3",443337,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337","M","P56","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,825524914,"RSC-200","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.45180857431791,0.165209818005301,"Lamp5"
"SM-GE4QZ_S164_E1-50","SM-GE4QZ_S164_E1-50","mIVSCC-MET",825549510,"Gad2-IRES-Cre;Ai14-444161.03.01.01","left","VISp1",444161,"Gad2-IRES-Cre;Ai14-444161","M","P53","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.0973432172188589,825549431,"RSC-200","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.416236712951563,0.0474397979730409,"Lamp5"
"SM-GE4QZ_S165_E1-50","SM-GE4QZ_S165_E1-50","mIVSCC-MET",825563578,"Gad2-IRES-Cre;Ai14-444161.03.01.02","left","VISp1",444161,"Gad2-IRES-Cre;Ai14-444161","M","P53","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825563550,"RSC-200","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.441646356670788,0.0318912616008453,"Sst"
"SM-GE4QZ_S166_E1-50","SM-GE4QZ_S166_E1-50","mIVSCC-MET",825570888,"Gad2-IRES-Cre;Ai14-444161.03.01.03","left","VISp6a",444161,"Gad2-IRES-Cre;Ai14-444161","M","P53","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825570853,"RSC-200","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.489196974420117,0.0134002482183188,"Sst"
"SM-GE4QZ_S167_E1-50","SM-GE4QZ_S167_E1-50","mIVSCC-MET",825296663,"Pvalb-IRES-Cre;Ai14-442765.04.01.02","left","VISp4",442765,"Pvalb-IRES-Cre;Ai14-442765","M","P60","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825296330,"RSC-200","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.408703913503114,0.18911681068862,"Pvalb"
"SM-GE4QZ_S170_E1-50","SM-GE4QZ_S170_E1-50","mIVSCC-MET",825525155,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337.02.01.01","left","VISp1",443337,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337","M","P56","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,825525106,"RSC-200","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.35232207636022,0.201041281277244,"Lamp5"
"SM-GE4QZ_S171_E1-50","SM-GE4QZ_S171_E1-50","mIVSCC-MET",825533924,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337.02.01.02","left","VISp2/3",443337,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337","M","P56","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,825533857,"RSC-200","CS180626100014","Vip Igfbp6","GABAergic","Vip_on",0.334179014897814,0.27301879815718,"Vip"
"SM-GE4QZ_S172_E1-50","SM-GE4QZ_S172_E1-50","mIVSCC-MET",825563029,"Gad2-IRES-Cre;Ai14-444161.04.02.01","right","VISp2/3",444161,"Gad2-IRES-Cre;Ai14-444161","M","P53","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,825563005,"RSC-200","CS180626100021","Vip Ptprt","GABAergic","Vip_on",0.441130833787253,0.00518476167949995,"Vip"
"SM-GE4QZ_S173_E1-50","SM-GE4QZ_S173_E1-50","mIVSCC-MET",826700106,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443338.04.01.02","left","VISp1",443338,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443338","M","P58","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,826699919,"RSC-200","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.136594295409905,0.842630016637499,"Lamp5"
"SM-GE4QZ_S174_E1-50","SM-GE4QZ_S174_E1-50","mIVSCC-MET",826710259,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443338.04.01.03","left","VISp1",443338,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443338","M","P58","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,826710062,"RSC-200","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.310823641951866,0.380337796496629,"Lamp5"
"SM-GE4QZ_S179_E1-50","SM-GE4QZ_S179_E1-50","mIVSCC-MET",826712572,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443338.03.02.01","right","VISp1",443338,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443338","M","P58","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.112788730534025,826712384,"RSC-200","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.337144932845908,0.272242636969276,"Lamp5"
"SM-GE4QZ_S180_E1-50","SM-GE4QZ_S180_E1-50","mIVSCC-MET",826719991,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443338.03.02.02","right","VISp1",443338,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443338","M","P58","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,826719847,"RSC-200","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.441657227393544,0.0103061328021142,"Lamp5"
"SM-GE4QZ_S181_E1-50","SM-GE4QZ_S181_E1-50","mIVSCC-MET",826739825,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443338.03.02.03","right","VISp1",443338,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443338","M","P58","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,826739648,"RSC-200","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.509365970564953,0.00646789502897435,"Lamp5"
"SM-GE4RC_S036_E1-50","SM-GE4RC_S036_E1-50","mIVSCC-MET",821652024,"Ndnf-IRES2-dgCre;Ai14-442794.04.01.02","left","VISp1",442794,"Ndnf-IRES2-dgCre;Ai14-442794","M","P53","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,821651729,"RSC-199","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.413527216753223,0.0755048139503371,"Lamp5"
"SM-GE4RC_S039_E1-50","SM-GE4RC_S039_E1-50","mIVSCC-MET",821771315,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829.05.02.01","right","VISl5",441829,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829","F","P58","Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.662979176435422,821771138,"RSC-199","CS180626100039","Sst Chrna2","GABAergic","Sst_on",0.466311073448757,0.0068929171889922,"Sst"
"SM-GE4RC_S040_E1-50","SM-GE4RC_S040_E1-50","mIVSCC-MET",821788449,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829.05.02.02","right","VISp5",441829,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829","F","P58","Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.685722413124661,821788242,"RSC-199","CS180626100036","Sst Nr2f2","GABAergic","Sst_on",0.465305048832009,0.052897280400709,"Sst"
"SM-GE4RC_S041_E1-50","SM-GE4RC_S041_E1-50","mIVSCC-MET",821813629,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829.05.02.03","right","VISp6a",441829,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829","F","P58","Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,821813506,"RSC-199","CS180626100046","Sst Esm1","GABAergic","Sst_on",0.234380268661088,0.636328694993125,"Sst"
"SM-GE4RC_S042_E1-50","SM-GE4RC_S042_E1-50","mIVSCC-MET",821882938,"Pvalb-IRES-Cre;Ai14-442767.04.02.01","right","VISp6a",442767,"Pvalb-IRES-Cre;Ai14-442767","M","P53","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,821882770,"RSC-199","CS180626100053","Pvalb Akr1c18","GABAergic","Pvalb_on",0.463912957226703,0.0118405124553134,"Pvalb"
"SM-GE4RC_S043_E1-50","SM-GE4RC_S043_E1-50","mIVSCC-MET",821907565,"Pvalb-IRES-Cre;Ai14-442767.04.02.02","right","VISp5",442767,"Pvalb-IRES-Cre;Ai14-442767","M","P53","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.727842816173698,821907453,"RSC-199","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.380478349509239,0.204193303539849,"Pvalb"
"SM-GE4RC_S044_E1-50","SM-GE4RC_S044_E1-50","mIVSCC-MET",821594273,"Ndnf-IRES2-dgCre;Ai14-442794.03.01.01","left","VISp1",442794,"Ndnf-IRES2-dgCre;Ai14-442794","M","P53","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,821593998,"RSC-199","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.510863277367654,0.00276268023258275,"Lamp5"
