"","sample_id","project","cell_specimen_id","cell_specimen_name","hemisphere","structure","donor_id","donor_name","biological_sex","age","full_genotype","dendrite_type","apical_dendrite_status","neuron_reconstruction_type","cell_soma_normalized_depth","ephys_session_id","transcriptomics_batch","corresponding_AIT2.3.1_ID","corresponding_AIT2.3.1_alias","major_type","contam_type","quality_score","Microglia","cluster_label"
"SM-GE4RC_S046_E1-50","SM-GE4RC_S046_E1-50","mIVSCC-MET",821863866,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829.03.02.01","right","VISpl6a",441829,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829","F","P58","Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,821863648,"RSC-199","CS180626100047","Sst Tac2","GABAergic","Sst_on",0.18677890210145,0.866062217744851,"Sst"
"SM-GE4RC_S047_E1-50","SM-GE4RC_S047_E1-50","mIVSCC-MET",821917200,"Pvalb-IRES-Cre;Ai14-442767.03.01.01","left","VISl5",442767,"Pvalb-IRES-Cre;Ai14-442767","M","P53","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,821917133,"RSC-199","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.519769193789428,0.0690680577758581,"Pvalb"
"SM-GE4RC_S048_E1-50","SM-GE4RC_S048_E1-50","mIVSCC-MET",821563005,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440916.03.01.01","left","VISp6a",440916,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440916","M","P62","Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.784748428847123,821562677,"RSC-199","CS180626100053","Pvalb Akr1c18","GABAergic","Pvalb_on",0.544167993416372,0.00440243952433291,"Pvalb"
"SM-GE4RC_S049_E1-50","SM-GE4RC_S049_E1-50","mIVSCC-MET",821774757,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829.04.02.01","right","VISl5",441829,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829","F","P58","Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.701991728911324,821774538,"RSC-199","CS180626100036","Sst Nr2f2","GABAergic","Sst_on",0.435940818698782,0.0581128670626789,"Sst"
"SM-GE4RC_S050_E1-50","SM-GE4RC_S050_E1-50","mIVSCC-MET",821845429,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829.04.02.04","right","VISp6a",441829,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829","F","P58","Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,821845244,"RSC-199","CS180626100038","Sst Myh8","GABAergic","Sst_on",0.254089616167556,0.285647428701188,"Sst"
"SM-GE4RC_S053_E1-50","SM-GE4RC_S053_E1-50","mIVSCC-MET",823231829,"Glt25d2-Cre_NF107;Ai14-442297.04.01.02","left","VISp2/3",442297,"Glt25d2-Cre_NF107;Ai14-442297","M","P57","Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt","spiny","notchecked","",NA,823231686,"RSC-199",""," NA","Glutamatergic","L2.3.IT_on",0.310161601546752,0.581900581302543,NA
"SM-GE4RC_S054_E1-50","SM-GE4RC_S054_E1-50","mIVSCC-MET",823242988,"Pvalb-IRES-Cre;Ai14-442768.04.01.01","left","VISp5",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823242845,"RSC-199","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.401721871912266,0.0500701524889898,"Pvalb"
"SM-GE4RC_S058_E1-50","SM-GE4RC_S058_E1-50","mIVSCC-MET",823236692,"Pvalb-IRES-Cre;Ai14-442768.04.02.01","right","VISp5",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823236595,"RSC-199","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.488019887787431,0.0175751690520034,"Pvalb"
"SM-GE4RC_S059_E1-50","SM-GE4RC_S059_E1-50","mIVSCC-MET",823261804,"Pvalb-IRES-Cre;Ai14-442768.04.02.02","right","VISp5",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823261653,"RSC-199","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.453978853983349,0.0141797438506095,"Pvalb"
"SM-GE4RC_S061_E1-50","SM-GE4RC_S061_E1-50","mIVSCC-MET",823281815,"Pvalb-IRES-Cre;Ai14-442768.06.01.01","left","VISpm5",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823281747,"RSC-199","CS180626100056","Pvalb Gpr149","GABAergic","Pvalb_on",0.425470283900421,0.152819494784967,"Pvalb"
"SM-GE4RC_S062_E1-50","SM-GE4RC_S062_E1-50","mIVSCC-MET",823290814,"Pvalb-IRES-Cre;Ai14-442768.06.01.02","left","VISp4",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823290708,"RSC-199","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.455493228026919,0.0773310975971518,"Pvalb"
"SM-GE4RC_S063_E1-50","SM-GE4RC_S063_E1-50","mIVSCC-MET",823318711,"Pvalb-IRES-Cre;Ai14-442768.06.01.04","left","VISp5",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823318666,"RSC-199","CS180626100056","Pvalb Gpr149","GABAergic","Pvalb_on",0.168195647420971,0.473461312654914,"Pvalb"
"SM-GE4RC_S065_E1-50","SM-GE4RC_S065_E1-50","mIVSCC-MET",823253200,"Pvalb-IRES-Cre;Ai14-442768.05.01.01","left","VISp2/3",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.18678677823666,823253092,"RSC-199","CS180626100033","Sst Tac1","GABAergic","Sst_on",0.377843364275489,0.350571219804621,"Sst"
"SM-GE4RC_S067_E1-50","SM-GE4RC_S067_E1-50","mIVSCC-MET",823230158,"Glt25d2-Cre_NF107;Ai14-442297.04.02.02","right","VISp2/3",442297,"Glt25d2-Cre_NF107;Ai14-442297","M","P57","Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt","spiny","notchecked","",NA,823230067,"RSC-199",""," NA","Glutamatergic","L2.3.IT_on",0.399005264913051,0.17465228976842,NA
"SM-GE4RC_S070_E1-50","SM-GE4RC_S070_E1-50","mIVSCC-MET",823580102,"Pvalb-IRES-Cre;Ai14-442769.03.01.01","left","VISp5",442769,"Pvalb-IRES-Cre;Ai14-442769","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823579683,"RSC-199","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.270531875391488,0.416792307092336,"Pvalb"
"SM-GE4RC_S071_E1-50","SM-GE4RC_S071_E1-50","mIVSCC-MET",823603037,"Pvalb-IRES-Cre;Ai14-442769.03.01.02","left","VISp2/3",442769,"Pvalb-IRES-Cre;Ai14-442769","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823602765,"RSC-199","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.454768070129134,0.0202645694552343,"Pvalb"
"SM-GE4RC_S072_E1-50","SM-GE4RC_S072_E1-50","mIVSCC-MET",823651799,"Pvalb-IRES-Cre;Ai14-442769.03.01.03","left","VISp5",442769,"Pvalb-IRES-Cre;Ai14-442769","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823651337,"RSC-199","CS180626100057","Pvalb Reln","GABAergic","Pvalb_on",0.304201064431774,0.332620255873412,"Pvalb"
"SM-GE4RC_S074_E1-50","SM-GE4RC_S074_E1-50","mIVSCC-MET",823830483,"Pvalb-IRES-Cre;Ai14-442770.04.02.01","right","VISp2/3",442770,"Pvalb-IRES-Cre;Ai14-442770","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.417632178903224,823830259,"RSC-199","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.389439084949319,0.207795184479768,"Pvalb"
"SM-GE4RC_S075_E1-50","SM-GE4RC_S075_E1-50","mIVSCC-MET",823835246,"Pvalb-IRES-Cre;Ai14-442770.04.02.02","right","VISp5",442770,"Pvalb-IRES-Cre;Ai14-442770","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823835139,"RSC-199","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.532164488222688,0.0198717813763805,"Pvalb"
"SM-GE4RC_S076_E1-50","SM-GE4RC_S076_E1-50","mIVSCC-MET",823868835,"Pvalb-IRES-Cre;Ai14-442770.04.02.03","right","VISp6a",442770,"Pvalb-IRES-Cre;Ai14-442770","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823868645,"RSC-199","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.206562965815239,0.822789583076115,"Pvalb"
"SM-GE4RC_S077_E1-50","SM-GE4RC_S077_E1-50","mIVSCC-MET",823594655,"Pvalb-IRES-Cre;Ai14-442769.04.02.01","right","VISp2/3",442769,"Pvalb-IRES-Cre;Ai14-442769","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823594282,"RSC-199","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.510752431886737,0.0220269693716122,"Pvalb"
"SM-GE4RC_S078_E1-50","SM-GE4RC_S078_E1-50","mIVSCC-MET",823681740,"Pvalb-IRES-Cre;Ai14-442769.04.02.02","right","VISp2/3",442769,"Pvalb-IRES-Cre;Ai14-442769","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.23935390087006,823681498,"RSC-199","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.336212277594439,0.335891528849004,"Lamp5"
"SM-GE4RC_S079_E1-50","SM-GE4RC_S079_E1-50","mIVSCC-MET",823702943,"Pvalb-IRES-Cre;Ai14-442769.04.02.03","right","VISp2/3",442769,"Pvalb-IRES-Cre;Ai14-442769","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.160884923415628,823702793,"RSC-199","CS180626100060","Pvalb Vipr2","GABAergic","Pvalb_on",0.384757990059166,0.0741886835266564,"Pvalb"
"SM-GE4RC_S080_E1-50","SM-GE4RC_S080_E1-50","mIVSCC-MET",823857965,"Pvalb-IRES-Cre;Ai14-442770.05.02.02","right","VISp5",442770,"Pvalb-IRES-Cre;Ai14-442770","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823857818,"RSC-199","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.404027219556583,0.125308157905504,"Pvalb"
"SM-GE4RC_S081_E1-50","SM-GE4RC_S081_E1-50","mIVSCC-MET",823889517,"Ndnf-IRES2-dgCre;Ai14-442797.04.02.01","right","VISp1",442797,"Ndnf-IRES2-dgCre;Ai14-442797","F","P56","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823889353,"RSC-199","CS180626100004","Lamp5 Ntn1","GABAergic","Lamp5_on",0.463822601037025,0.0402487287541012,"Lamp5"
"SM-GE4RC_S082_E1-50","SM-GE4RC_S082_E1-50","mIVSCC-MET",823719680,"Ndnf-IRES2-dgCre;Ai14-442796.04.02.01","right","VISp1",442796,"Ndnf-IRES2-dgCre;Ai14-442796","F","P56","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.0845048006808172,823719561,"RSC-199","CS180626100004","Lamp5 Ntn1","GABAergic","Lamp5_on",0.28487479673892,0.384984157740864,"Lamp5"
"SM-GE4RC_S083_E1-50","SM-GE4RC_S083_E1-50","mIVSCC-MET",823810521,"Ndnf-IRES2-dgCre;Ai14-442796.04.02.03","right","VISp1",442796,"Ndnf-IRES2-dgCre;Ai14-442796","F","P56","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823810345,"RSC-199","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.239562291280524,0.26583669741294,"Lamp5"
"SM-GE4RC_S084_E1-50","SM-GE4RC_S084_E1-50","mIVSCC-MET",823960949,"Pvalb-IRES-Cre;Ai14-442770.03.02.01","right","VISp6a",442770,"Pvalb-IRES-Cre;Ai14-442770","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823960881,"RSC-199","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.32890141851656,0.00276268023258275,"Pvalb"
"SM-GE4RC_S085_E1-50","SM-GE4RC_S085_E1-50","mIVSCC-MET",824015947,"Pvalb-IRES-Cre;Ai14-442770.02.01.01","left","VISp5",442770,"Pvalb-IRES-Cre;Ai14-442770","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,824015761,"RSC-199","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.368995732947436,0.0727220857590391,"Pvalb"
"SM-GE4RC_S086_E1-50","SM-GE4RC_S086_E1-50","mIVSCC-MET",823609338,"Pvalb-IRES-Cre;Ai14-442769.03.02.01","right","VISl2/3",442769,"Pvalb-IRES-Cre;Ai14-442769","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823609176,"RSC-199","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.470760481186727,0.0169487487670087,"Pvalb"
"SM-GE4RC_S087_E1-50","SM-GE4RC_S087_E1-50","mIVSCC-MET",823658063,"Pvalb-IRES-Cre;Ai14-442769.03.02.02","right","VISp5",442769,"Pvalb-IRES-Cre;Ai14-442769","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823657759,"RSC-199","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.440433080660969,0.154131655561095,"Pvalb"
"SM-GE4RC_S088_E1-50","SM-GE4RC_S088_E1-50","mIVSCC-MET",823745688,"Ndnf-IRES2-dgCre;Ai14-442796.03.02.02","right","VISp1",442796,"Ndnf-IRES2-dgCre;Ai14-442796","F","P56","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823745413,"RSC-199","CS180626100004","Lamp5 Ntn1","GABAergic","Lamp5_on",0.459606873954926,0.00276268023258275,"Lamp5"
"SM-GE4RC_S089_E1-50","SM-GE4RC_S089_E1-50","mIVSCC-MET",823833593,"Pvalb-IRES-Cre;Ai14-442770.03.01.01","left","VISp6a",442770,"Pvalb-IRES-Cre;Ai14-442770","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823833319,"RSC-199","CS180626100053","Pvalb Akr1c18","GABAergic","Pvalb_on",0.542817633468183,0.0142614695632352,"Pvalb"
"SM-GE4RC_S090_E1-50","SM-GE4RC_S090_E1-50","mIVSCC-MET",823907738,"Ndnf-IRES2-dgCre;Ai14-442797.03.02.01","right","VISp1",442797,"Ndnf-IRES2-dgCre;Ai14-442797","F","P56","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823907422,"RSC-199","CS180626100004","Lamp5 Ntn1","GABAergic","Lamp5_on",0.40640444349073,0.0524655740563925,"Lamp5"
"SM-GE4RC_S091_E1-50","SM-GE4RC_S091_E1-50","mIVSCC-MET",823998912,"Pvalb-IRES-Cre;Ai14-442770.05.01.01","left","VISp6a",442770,"Pvalb-IRES-Cre;Ai14-442770","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823998643,"RSC-199","CS180626100056","Pvalb Gpr149","GABAergic","Pvalb_on",0.447916993403807,0.0351223590532818,"Pvalb"
"SM-GE4RC_S092_E1-50","SM-GE4RC_S092_E1-50","mIVSCC-MET",823868946,"Pvalb-IRES-Cre;Ai14-442770.02.02.02","right","VISl6a",442770,"Pvalb-IRES-Cre;Ai14-442770","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823868873,"RSC-199","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.432810721439719,0.0594197530941818,"Pvalb"
"SM-GE4RC_S093_E1-50","SM-GE4RC_S093_E1-50","mIVSCC-MET",823900315,"Pvalb-IRES-Cre;Ai14-442770.02.02.03","right","VISp4",442770,"Pvalb-IRES-Cre;Ai14-442770","F","P56","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823900095,"RSC-199","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.233810589352163,0.760153614781299,"Pvalb"
"SM-GE4RC_S094_E1-50","SM-GE4RC_S094_E1-50","mIVSCC-MET",823952975,"Ndnf-IRES2-dgCre;Ai14-442797.04.01.01","left","VISp5",442797,"Ndnf-IRES2-dgCre;Ai14-442797","F","P56","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823952817,"RSC-199","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.49037238210522,0.0473690087931128,"Lamp5"
"SM-GE4RC_S095_E1-50","SM-GE4RC_S095_E1-50","mIVSCC-MET",823964038,"Ndnf-IRES2-dgCre;Ai14-442797.04.01.02","left","VISp2/3",442797,"Ndnf-IRES2-dgCre;Ai14-442797","F","P56","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823963930,"RSC-199","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.474224452773508,0.0151842320803017,"Lamp5"
"SM-GE4RC_S096_E1-50","SM-GE4RC_S096_E1-50","mIVSCC-MET",823968176,"Ndnf-IRES2-dgCre;Ai14-442797.04.01.03","left","VISp2/3",442797,"Ndnf-IRES2-dgCre;Ai14-442797","F","P56","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,823968113,"RSC-199","CS180626100004","Lamp5 Ntn1","GABAergic","Lamp5_on",0.500385197313529,0.0329570218591416,"Lamp5"
"SM-GE4RI_S172_E1-50","SM-GE4RI_S172_E1-50","mIVSCC-MET",870715372,"Nkx2-1-CreERT2;Ai14-465338.05.01.01","left","VISp2/3",465338,"Nkx2-1-CreERT2;Ai14-465338","M","6 wks","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,870714927,"RSC-213","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.423873857953217,0.125602914249857,"Pvalb"
"SM-GE4RI_S173_E1-50","SM-GE4RI_S173_E1-50","mIVSCC-MET",870739381,"Nkx2-1-CreERT2;Ai14-465338.04.02.01","right","VISp2/3",465338,"Nkx2-1-CreERT2;Ai14-465338","M","6 wks","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,870738816,"RSC-213","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.440938542478898,0.197152947422796,"Pvalb"
"SM-GE4RI_S174_E1-50","SM-GE4RI_S174_E1-50","mIVSCC-MET",870850543,"Nkx2-1-CreERT2;Ai14-465338.03.02.01","right","VISp2/3",465338,"Nkx2-1-CreERT2;Ai14-465338","M","6 wks","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,870849954,"RSC-213","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.443345366195854,0.14555405621175,"Pvalb"
"SM-GE4RI_S175_E1-50","SM-GE4RI_S175_E1-50","mIVSCC-MET",870853500,"Nkx2-1-CreERT2;Ai14-465338.03.02.02","right","VISp2/3",465338,"Nkx2-1-CreERT2;Ai14-465338","M","6 wks","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,870852958,"RSC-213","CS180626100005","Lamp5 Plch2","Glutamatergic","L5.IT_on",0.363862667236342,0.0118214541291516,"Lamp5"
"SM-GE4RI_S176_E1-50","SM-GE4RI_S176_E1-50","mIVSCC-MET",869512878,"Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462280.04.02.01","right","VISp4",462280,"Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462280","F","P58","Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,869512640,"RSC-213","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.372693073811487,0.114156712973558,"Pvalb"
"SM-GE4RI_S177_E1-50","SM-GE4RI_S177_E1-50","mIVSCC-MET",869616485,"Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462539-Ai65_.04.02.01","right","VISp2/3",462539,"Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462539-Ai65","F","P55","Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","spiny","notchecked","",NA,869615954,"RSC-213",""," NA","Glutamatergic","L2.3.IT_on",0.353311769841924,0.339648024665548,NA
"SM-GE4RI_S178_E1-50","SM-GE4RI_S178_E1-50","mIVSCC-MET",870811954,"Nkx2-1-CreERT2;Ai14-465338.04.01.01","left","VISp2/3",465338,"Nkx2-1-CreERT2;Ai14-465338","M","6 wks","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,870811178,"RSC-213","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.471554815740016,0.0804477292696035,"Pvalb"
"SM-GE4RI_S179_E1-50","SM-GE4RI_S179_E1-50","mIVSCC-MET",869634031,"Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462539-Ai65_.03.01.01","left","VISl2/3",462539,"Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462539-Ai65","F","P55","Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","spiny","intact","full",0.192333106584687,869633543,"RSC-213",""," NA","Glutamatergic","L2.3.IT_on",0.284110324063629,0.890866914471046,NA
"SM-GE4RI_S180_E1-50","SM-GE4RI_S180_E1-50","mIVSCC-MET",870579773,"Nkx2-1-CreERT2;Ai14-465339.04.01.02","left","VISp2/3",465339,"Nkx2-1-CreERT2;Ai14-465339","M","P43","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,870579189,"RSC-213","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.325129985411899,0.464309376751012,"Pvalb"
"SM-GE4RI_S181_E1-50","SM-GE4RI_S181_E1-50","mIVSCC-MET",870661094,"Nkx2-1-CreERT2;Ai14-465339.04.02.01","right","VISp5",465339,"Nkx2-1-CreERT2;Ai14-465339","M","P43","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.763634239888004,870660740,"RSC-213","CS180626100007","Lamp5 Lhx6","GABAergic","Lamp5_on",0.370136571096418,0.180392343933061,"Lamp5"
"SM-GE4RI_S182_E1-50","SM-GE4RI_S182_E1-50","mIVSCC-MET",870709669,"Nkx2-1-CreERT2;Ai14-465339.04.02.02","right","VISp2/3",465339,"Nkx2-1-CreERT2;Ai14-465339","M","P43","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,870709441,"RSC-213","CS180626100059","Pvalb Tpbg","Glutamatergic","L5.IT_on",0.386776886477075,0.137417871436851,"Pvalb"
"SM-GE4RI_S183_E1-50","SM-GE4RI_S183_E1-50","mIVSCC-MET",870771882,"Nkx2-1-CreERT2;Ai14-465339.02.02.01","right","VISp1",465339,"Nkx2-1-CreERT2;Ai14-465339","M","P43","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,870771486,"RSC-213","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.512837787870149,0.0103831506647512,"Pvalb"
"SM-GE4RI_S184_E1-50","SM-GE4RI_S184_E1-50","mIVSCC-MET",870819830,"Nkx2-1-CreERT2;Ai14-465339.02.02.02","right","VISp6a",465339,"Nkx2-1-CreERT2;Ai14-465339","M","P43","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,870819468,"RSC-213","CS180626100007","Lamp5 Lhx6","GABAergic","Lamp5_on",0.233754438374319,0.244268426922951,"Lamp5"
"SM-GE4RI_S186_E1-50","SM-GE4RI_S186_E1-50","mIVSCC-MET",870795975,"Nkx2-1-CreERT2;Ai14-465339.03.02.01","right","VISp2/3",465339,"Nkx2-1-CreERT2;Ai14-465339","M","P43","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,870795303,"RSC-213","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.440591532106251,0.137222556338109,"Pvalb"
"SM-GE4RI_S188_E1-50","SM-GE4RI_S188_E1-50","mIVSCC-MET",871015146,"Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462281.02.01.01","left","VISp1",462281,"Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462281","F","P59","Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,871014906,"RSC-213","CS180626100060","Pvalb Vipr2","GABAergic","Pvalb_on",0.33819623052609,0.443239554535498,"Pvalb"
"SM-GE4RI_S189_E1-50","SM-GE4RI_S189_E1-50","mIVSCC-MET",870810949,"Nkx2-1-CreERT2;Ai14-465339.05.02.01","right","VISp2/3",465339,"Nkx2-1-CreERT2;Ai14-465339","M","P43","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,870810670,"RSC-213","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.487465216079185,0.00850682971395097,"Pvalb"
"SM-GE4RI_S190_E1-50","SM-GE4RI_S190_E1-50","mIVSCC-MET",871022573,"Nkx2-1-CreERT2;Ai14-465339.05.01.01","left","VISp2/3",465339,"Nkx2-1-CreERT2;Ai14-465339","M","P43","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,871022530,"RSC-213","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.451814557972759,0.0204963512528509,"Pvalb"
